Date,12_10,14_3,19_2,2_9,3_2,3_10,6_1,7_7,10_2,20_6,1_2,2_6,5_10,6_9,10_7,11_8,13_7,15_7,16_8,3_6
20240602,0,1,2,0,1,0,0,0,0,1,0,1,2,0,2,1,0,1,1,1
20240604,0,0,3,0,0,1,1,1,0,0,2,1,0,1,1,2,0,2,0,1
20240606,1,0,1,1,1,0,0,1,2,1,1,2,0,0,1,1,1,0,2,0
20240609,3,2,2,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,2
20240611,1,2,1,0,0,2,1,0,0,0,0,0,1,1,0,1,1,0,0,1
20240613,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,2,0,2
20240616,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0
20240618,2,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
20240620,0,1,1,0,1,0,0,3,1,1,2,1,1,1,3,1,0,1,2,2
20240623,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20240625,0,2,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0
20240627,1,2,0,0,1,1,0,2,1,1,1,0,1,0,0,2,0,2,1,0
20240630,0,0,0,0,1,0,1,0,0,2,1,2,0,1,2,0,0,0,1,1
20240702,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1
20240704,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
20240707,0,0,0,1,0,0,1,0,0,0,0,1,3,0,1,1,0,0,0,1
20240709,1,1,0,1,3,1,0,0,0,0,2,1,2,0,0,0,0,0,1,2
20240711,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0
20240714,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
20240716,0,0,0,0,1,1,0,1,0,2,0,0,2,0,1,1,0,0,0,1
20240718,0,0,2,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0
20240721,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
20240723,1,1,0,0,1,1,1,1,0,2,0,1,0,1,0,0,0,0,1,1
20240725,0,0,2,2,2,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
20240728,1,1,0,2,1,1,1,1,1,0,1,1,0,1,1,2,1,0,0,1
20240730,2,2,0,1,0,1,0,1,1,0,0,1,2,1,0,0,1,0,2,0
20240801,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
20240804,0,0,0,0,0,0,0,0,2,0,3,2,0,3,1,0,0,0,0,1
20240806,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
20240808,0,1,1,1,1,0,0,3,1,1,0,0,1,1,0,0,1,2,2,0
20240811,0,0,0,3,0,0,2,1,0,0,0,0,0,1,1,0,0,1,1,0
20240813,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
20240815,0,0,0,2,0,1,1,1,0,0,0,2,1,1,0,1,1,1,0,0
