Date,16_6,20_3,3_8,3_2,6_8,7_8,8_9,10_6,15_6,3_1,15_8,16_1,16_8,19_10,20_1,20_6,20_10,1_6,1_8,3_7
20241029,1,1,1,1,0,1,1,1,0,1,0,2,0,0,0,0,0,1,1,0
20241031,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
20241103,0,1,0,0,0,1,1,2,1,0,1,0,0,0,2,1,0,0,3,3
20241105,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0
20241107,0,1,0,1,1,2,0,1,0,3,0,1,1,0,1,1,1,0,2,1
20241110,1,2,0,0,2,1,0,0,0,1,2,2,2,3,1,1,1,1,1,0
20241112,1,1,1,2,0,1,1,0,3,0,0,2,0,0,0,0,0,1,1,0
20241114,0,0,0,1,0,0,2,2,0,0,0,1,1,2,3,0,0,2,0,1
20241117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
20241119,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
20241121,0,0,0,1,1,1,2,0,1,1,0,1,1,1,0,1,0,0,2,1
20241124,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
20241126,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
20241128,2,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
20241201,2,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,1,0,0
20241203,1,1,1,0,1,0,0,0,2,2,1,1,2,1,1,1,2,1,0,0
20241205,0,0,1,0,0,0,1,1,0,0,1,3,0,0,3,1,1,1,1,1
20241208,0,0,2,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
20241210,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,2,1,0
20241212,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
20241215,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1
20241217,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,1,0
20241219,0,0,1,0,0,0,0,0,2,1,0,0,2,1,0,1,0,1,0,0
20241222,1,0,1,1,0,0,0,0,0,2,2,1,0,2,1,1,0,2,0,0
20241224,0,2,0,1,1,1,0,0,0,0,1,1,0,0,2,2,1,0,1,1
20241226,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1
20241229,1,0,0,0,2,0,0,1,1,1,0,1,2,1,2,1,1,0,3,0
20241231,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20250102,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
20250105,0,1,0,0,0,0,0,2,2,0,2,2,0,2,2,0,4,0,0,0
20250107,0,1,2,2,1,0,1,2,0,0,1,0,2,0,0,1,1,0,3,1
20250109,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20250112,0,0,1,2,0,0,0,0,1,0,1,2,0,2,2,1,0,0,0,2
