Date,15_8,20_1,6_8,10_2,10_9,20_2,3_8,6_9,15_2,16_8,19_10,20_3,2_8,10_6,10_7,10_10,13_7,15_6,17_7,1_10
20240919,0,0,0,1,2,0,1,2,2,1,1,1,0,0,1,2,1,0,0,0
20240922,2,2,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,1,0,0
20240924,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
20240926,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1
20240929,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
20241006,0,0,0,3,0,0,2,0,1,2,0,1,0,2,2,2,2,1,0,0
20241008,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1
20241010,1,1,1,0,0,0,2,0,1,2,1,0,0,0,0,0,0,1,0,1
20241013,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
20241015,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0
20241017,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,0,0
20241020,0,0,1,0,2,1,1,0,1,0,0,1,0,2,0,0,0,0,1,2
20241022,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0
20241024,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
20241027,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,2,0,1,0,2
20241029,0,0,0,1,2,0,1,0,3,0,0,1,1,1,0,0,1,0,1,0
20241031,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2
20241103,1,2,0,1,3,2,0,1,0,0,0,1,3,2,2,2,1,1,0,1
20241105,0,1,0,0,0,1,1,1,2,1,1,0,0,0,0,0,1,0,0,1
20241107,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0
20241110,2,1,2,1,2,0,0,0,1,2,3,2,1,0,1,0,0,0,0,0
20241112,0,0,0,1,0,2,1,1,1,0,0,1,0,0,0,0,1,3,1,1
20241114,0,3,0,0,1,0,0,0,0,1,2,0,1,2,1,1,0,0,0,1
20241117,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
20241119,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20241121,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1
20241124,0,0,1,0,1,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0
20241126,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0
20241128,1,0,2,1,2,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
20241201,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
20241203,1,1,1,0,1,1,1,1,2,2,1,1,1,0,0,0,2,2,0,1
20241205,1,3,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0
20241208,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0
