Date,15_8,5_6,8_8,9_6,10_7,11_6,15_10,3_6,6_7,6_8,11_10,12_8,15_2,17_2,18_8,5_8,6_9,6_10,7_9,7_10
20240813,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
20240815,1,1,0,0,0,3,1,0,0,2,2,2,3,0,3,1,1,1,1,0
20240818,1,0,0,0,0,0,0,0,2,0,0,2,0,2,0,1,0,1,0,1
20240820,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1
20240822,0,0,2,1,0,3,0,0,2,1,1,0,2,0,1,0,2,0,2,0
20240825,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
20240827,1,0,0,1,2,0,2,2,1,1,2,0,1,0,0,0,1,2,2,1
20240829,1,0,1,0,2,1,0,0,0,2,2,1,0,0,0,1,2,1,3,3
20240901,0,0,1,0,0,0,2,1,2,1,0,1,1,0,0,0,1,1,2,0
20240903,0,1,0,2,0,1,1,1,3,0,2,2,0,1,0,1,2,2,1,1
20240905,0,0,2,1,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0
20240908,0,0,1,0,1,0,1,3,0,0,0,0,0,1,1,0,1,0,0,1
20240910,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
20240912,1,0,1,0,1,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0
20240915,2,1,0,0,3,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1
20240917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240919,0,0,0,0,1,1,0,0,2,0,1,1,2,0,0,0,2,2,1,1
20240922,2,0,0,1,1,0,1,0,1,0,1,0,0,2,0,0,0,0,1,1
20240924,0,2,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0
20240926,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,2,1,0,1
20240929,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
20241006,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,1,0,1,0,2
20241008,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
20241010,1,0,2,0,0,0,0,1,1,1,1,0,1,0,0,2,0,0,0,0
20241013,0,0,1,0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,1,0
20241015,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,2,0
20241017,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
20241020,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0
20241022,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
20241024,1,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
20241027,0,1,1,2,1,1,1,1,1,0,0,1,0,0,2,0,0,0,0,0
20241029,0,0,0,2,0,2,1,0,0,0,1,0,3,0,1,1,0,0,0,0
20241031,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
